"assembly_barcode","source_type","species","ST"
"ESC_DC1872AA_AS","Human","Escherichia coli",131
"ESC_DC1873AA_AS","Human","Escherichia coli",131
"ESC_DC1874AA_AS","Human","Escherichia coli",131
"ESC_DC1875AA_AS","Human","Escherichia coli",131
"ESC_DC1882AA_AS","Human","Escherichia coli",131
"ESC_DC1890AA_AS","Human","Escherichia coli",131
"ESC_DC1891AA_AS","Human","Escherichia coli",131
"ESC_DC1892AA_AS","Human","Escherichia coli",131
"ESC_DC1895AA_AS","Human","Escherichia coli",131
"ESC_DC1896AA_AS","Human","Escherichia coli",131
"ESC_DC1897AA_AS","Human","Escherichia coli",131
"ESC_DC1912AA_AS","Human","Escherichia coli",131
"ESC_DC1913AA_AS","Human","Escherichia coli",131
"ESC_DC1915AA_AS","Human","Escherichia coli",131
"ESC_DC1917AA_AS","Human","Escherichia coli",131
"ESC_DC1919AA_AS","Human","Escherichia coli",131
"ESC_DC1920AA_AS","Human","Escherichia coli",131
"ESC_DC1922AA_AS","Human","Escherichia coli",131
"ESC_DC1923AA_AS","Human","Escherichia coli",131
"ESC_DC1927AA_AS","Human","Escherichia coli",131
"ESC_DC2189AA_AS","Poultry","Escherichia coli",131
"ESC_DC2591AA_AS","Poultry","Escherichia coli",131
"ESC_DC2615AA_AS","Canine","Escherichia coli",131
"ESC_DC2730AA_AS","Canine","Escherichia coli",131
"ESC_DC2731AA_AS","Canine","Escherichia coli",131
"ESC_DC2799AA_AS","Poultry","Escherichia coli",131
"ESC_DC2800AA_AS","Poultry","Escherichia coli",131
"ESC_DC3294AA_AS","Human","Escherichia coli",131
"ESC_DC3296AA_AS","Human","Escherichia coli",131
"ESC_DC3298AA_AS","Human","Escherichia coli",131
"ESC_DC4269AA_AS","Human","Escherichia coli",131
"ESC_DC5294AA_AS","Poultry","Escherichia coli",131
"ESC_DC5298AA_AS","Poultry","Escherichia coli",131
"ESC_DC5371AA_AS","Poultry","Escherichia coli",131
"ESC_DC5594AA_AS","Human","Escherichia coli",131
"ESC_DC6146AA_AS","Human","Escherichia coli",131
"ESC_CA0677AA_AS","Human","Escherichia coli",95
"ESC_FC6870AA_AS","Human","Escherichia coli",95
"ESC_GC1947AA_AS","Human","Escherichia coli",95
"ESC_JC1099AA_AS","Human","Escherichia coli",95
"ESC_JC3010AA_AS","Human","Escherichia coli",95
